4096,65.0666666666667,8.99782860140322,12,6.02384674195437,1.20178730064702,0.972440423147978
8192,122.733333333333,18.3865268013318,13,6.93938331574139,1.49979736496139,0.135
16384,206.5,33.6848988983655,14,7.68999797141945,1.80973904513874,-5.80372388899715
32768,394.433333333333,60.3065063873184,15,8.62363766796777,1.90219747177708,2.31599999999986
65536,740.566666666667,106.038926923034,16,9.53248580420871,1.96916392091353,0
131072,1346.36666666667,182.589511979898,17,10.3948556486544,2.03378705489394,0
262144,3145.13333333333,313.032523740809,18,11.6189054640119,1.668361496051,0
524288,6821.7,789.56876706911,19,12.7359155951647,2.12667955223124,0
1048576,13347.3,1644.41997215662,20,13.7042603109328,2.43584393328906,0
2097152,27070.0666666667,3032.30820166504,21,14.7244108200965,2.37955901563451,0
4194304,51270.9333333333,5985.61674829514,22,15.6458535402672,2.63518725967006,0
8388608,100369.266666667,11134.8420019862,23,16.6149580543308,2.65923731398383,0
16777216,201237.233333333,23988.1198551503,24,17.6185377347278,3.02992774596442,0
33554432,405295.966666667,46049.6909237322,25,18.6286162928047,3.05358190973203,0
67108864,810925.566666667,97730.5643123263,26,19.6292099726907,3.4129252238484,0
